Exported data,,,,,,,,,,,,,,,,,,,,,,,
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
,,421,26.19003925,13.05601443,-37.48368933,0.056877417,2.005975053,0,0,53.42491487,22.2052601,-0.086835263,24.02496276,24.55195448,-0.002131975,-0.075191346,2.490807688,87.84678308,0,0,0.045211388,94.69904124,126.9000353
,,422,26.16069436,21.90436613,-66.63782153,0.033863583,1.194314147,0,0,53.45109024,22.27208056,-0.091658516,24.09120525,24.61959362,-0.002256595,-0.079586493,2.490807688,87.84678308,0,0,0.045160081,94.74422698,126.6613513
,,423,26.02865546,0,0,-0.035215333,-1.241988197,0,0,53.47718491,22.22022524,-0.03124359,24.03310126,24.5589382,-0.000767309,-0.027061769,2.490807688,87.84678308,0,0,0.044931722,94.78927288,126.423605
,,424,25.9404679,10.1630735,-44.85972504,0.072371417,2.552423526,0,0,53.50316948,22.15382846,-0.132609258,23.95877834,24.48216585,-0.003246562,-0.114501018,2.490807688,87.84678308,0,0,0.044779426,94.83412845,126.1867205
,,425,26.00224824,0,0,-0.013069667,-0.460946133,0,0,53.52914083,22.20659046,-0.074183949,24.01294676,24.53858679,-0.001820369,-0.064201498,2.490807688,87.84678308,0,0,0.044886074,94.8789612,125.9509196
,,426,26.05786336,57.05474296,-86.73870554,0.01294975,0.456716865,0,0,53.55517089,22.21780821,-0.045764762,24.02287524,24.54387402,-0.001123245,-0.03961503,2.490807688,87.84678308,0,0,0.044982334,94.92389541,125.7163636
,,427,26.18206622,7.661060159,-29.89756591,0.09690125,3.417551316,0,0,53.58129085,22.24284904,-0.117929969,24.0452901,24.56637225,-0.002897112,-0.102176466,2.490807688,87.84678308,0,0,0.045197309,94.96898523,125.4831168
,,428,26.17082565,0,0,-0.04112725,-1.450491994,0,0,53.6074673,22.25281635,-0.03172651,24.05341884,24.5737894,-0.000779641,-0.02749667,2.490807688,87.84678308,0,0,0.045177767,95.01417277,125.2510918
,,429,26.00553563,41.88737739,-135.7371052,0.017603417,0.620844208,0,0,53.63355548,22.15657661,-0.097671806,23.94575322,24.463936,-0.002389437,-0.084271596,2.490807688,87.84678308,0,0,0.04489212,95.05920771,125.0199428
,,430,25.97080816,17.99668342,-57.49360866,0.040917333,1.443088571,0,0,53.65954365,22.20766089,-0.095958853,23.99863612,24.51556136,-0.002352485,-0.08296837,2.490807688,87.84678308,0,0,0.044831605,95.10406957,124.7896364
,,431,26.00168604,0,0,-0.017228167,-0.607609743,0,0,53.6855299,22.17822531,-0.025560593,23.96199142,24.47898503,-0.000625697,-0.02206734,2.490807688,87.84678308,0,0,0.044885299,95.14892802,124.5603942
,,432,26.21681928,9.675877317,-36.94514157,0.07682525,2.709503068,0,0,53.71163915,22.27237333,-0.115460294,24.06200897,24.58264768,-0.00283832,-0.100102974,2.490807688,87.84678308,0,0,0.045257302,95.19399932,124.332498
,,433,26.12366514,0,0,-0.0036725,-0.129523171,0,0,53.73780939,22.2127162,-0.06577138,23.99554568,24.51453827,-0.001612355,-0.056865169,2.490807688,87.84678308,0,0,0.045096355,95.23917615,124.1057954
,,434,26.08347126,0,0,-0.00731475,-0.257979474,0,0,53.76391296,22.22240738,-0.051612324,24.00676974,24.52661797,-0.001265876,-0.044645403,2.490807688,87.84678308,0,0,0.04502666,95.28423766,123.8799838
,,435,26.01404742,9.019035786,-30.36069579,0.081782833,2.884349063,0,0,53.78996172,22.2081899,-0.1012959,23.99279403,24.5121839,-0.002482984,-0.087570844,2.490807688,87.84678308,0,0,0.044906502,95.32920424,123.6550844
,,436,26.10996217,0,0,-0.020834333,-0.734793445,0,0,53.81602373,22.29858093,-0.069215978,24.08691307,24.60488133,-0.001703051,-0.060063869,2.490807688,87.84678308,0,0,0.045072014,95.3741935,123.4312471
,,437,26.10639278,50.2560025,-127.1296571,0.014729,0.519468153,0,0,53.8421319,22.25975737,-0.076245003,24.03999681,24.55889101,-0.001872493,-0.066039808,2.490807688,87.84678308,0,0,0.045066103,95.41926256,123.2085398
,,438,26.20878509,13.03708973,-44.42094049,0.05700075,2.010324822,0,0,53.86828949,22.26581816,-0.103090934,24.04471407,24.56110172,-0.002532027,-0.089300519,2.490807688,87.84678308,0,0,0.045243431,95.46441733,122.9869623
